N,n_bin,P,p_bin,K,k_bin,temperature,temp_bin,humidity,humidity_bin,pH,pH_bin,rainfall,rainfall_bin,label,,,,,Range,,,33 percentile,66 percentile,Categorical Bins (for NB),,
13,Low,144,High,197,High,22.92,Low,94.90,High,6.28,Medium,105.69,Medium,apple,,,,,,,,,,,,
25,Low,143,High,198,High,22.81,Low,91.52,High,6.03,Low,107.86,Medium,apple,,,,,,,,,,,,
9,Low,137,High,200,High,21.12,Low,90.69,Medium,5.64,Low,102.80,Medium,apple,,,,,,,,,,,,
6,Low,144,High,198,High,21.11,Low,90.32,Medium,5.56,Low,104.51,Medium,apple,,,,,,,,,,,,
37,Medium,126,High,196,High,23.60,Medium,90.98,High,5.60,Low,107.17,Medium,apple,,,,,,,,,,,,
2,Low,120,High,203,High,23.13,Low,94.71,High,5.89,Low,108.62,Medium,apple,,,,,,,,,,,,
11,Low,143,High,197,High,22.98,Low,93.32,High,5.88,Low,122.20,High,apple,,,,,,,,,,,,
10,Low,141,High,201,High,22.13,Low,90.98,High,6.39,Medium,104.54,Medium,apple,,,,,,,,,,,,
24,Low,142,High,202,High,22.54,Low,91.48,High,5.71,Low,101.85,Medium,apple,,,,,,,,,,,,
23,Low,138,High,195,High,22.49,Low,91.70,High,5.80,Low,124.39,High,apple,,,,,,,,,,,,
18,Low,125,High,204,High,22.36,Low,94.48,High,6.05,Low,116.74,High,apple,,,,,,,,,,,,
13,Low,121,High,196,High,22.21,Low,93.51,High,6.44,Medium,120.16,High,apple,,,,,,,,,,,,
26,Low,122,High,202,High,22.45,Low,94.74,High,5.62,Low,107.18,Medium,apple,,,,,,,,,,,,
28,Low,123,High,202,High,22.77,Low,92.12,High,6.44,Medium,120.44,High,apple,,,,,,,,,,,,
26,Low,121,High,201,High,22.19,Low,90.03,Medium,6.16,Medium,112.31,Medium,apple,,,,,,,,,,,,
21,Low,137,High,196,High,23.61,Medium,91.70,High,5.81,Low,123.59,High,apple,,,,,,,,,,,,
21,Low,135,High,198,High,23.86,Medium,94.92,High,5.77,Low,105.02,Medium,apple,,,,,,,,,,,,
5,Low,144,High,205,High,21.42,Low,92.63,High,6.18,Medium,102.80,Medium,apple,,,,,,,,,,,,
2,Low,123,High,205,High,22.37,Low,90.79,High,5.74,Low,124.98,High,apple,,,,,,,,,,,,
15,Low,133,High,199,High,24.00,Medium,91.61,High,5.82,Low,117.61,High,apple,,,,,,,,,,,,
31,Low,130,High,198,High,21.80,Low,92.73,High,5.55,Low,120.06,High,apple,,,,,,,,,,,,
25,Low,143,High,200,High,23.80,Medium,92.80,High,6.02,Low,100.62,Medium,apple,,,,,,,,,,,,
16,Low,143,High,204,High,23.71,Medium,91.53,High,5.63,Low,121.90,High,apple,,,,,,,,,,,,
19,Low,122,High,202,High,23.34,Low,90.38,Medium,5.81,Low,112.90,High,apple,,,,,,,,,,,,
10,Low,125,High,196,High,22.31,Low,90.04,Medium,5.73,Low,113.07,High,apple,,,,,,,,,,,,
20,Low,139,High,202,High,23.50,Medium,92.21,High,5.67,Low,107.99,Medium,apple,,,,,,,,,,,,
28,Low,123,High,198,High,23.46,Medium,91.46,High,5.68,Low,111.78,Medium,apple,,,,,,,,,,,,
28,Low,136,High,200,High,23.06,Low,92.40,High,6.25,Medium,114.74,High,apple,,,,,,,,,,,,
2,Low,131,High,199,High,22.47,Low,91.23,High,6.02,Low,124.22,High,apple,,,,,,,,,,,,
2,Low,140,High,197,High,22.70,Low,92.82,High,5.53,Low,105.05,Medium,apple,,,,,,,,,,,,
27,Low,138,High,201,High,23.67,Medium,93.90,High,5.95,Low,105.40,Medium,apple,,,,,,,,,,,,
30,Low,127,High,204,High,22.50,Low,92.46,High,6.13,Medium,100.93,Medium,apple,,,,,,,,,,,,
32,Medium,145,High,203,High,23.83,Medium,90.84,High,6.41,Medium,109.60,Medium,apple,,,,,,,,,,,,
29,Low,139,High,205,High,23.64,Medium,93.74,High,6.16,Medium,116.69,High,apple,,,,,,,,,,,,
26,Low,126,High,195,High,21.41,Low,92.99,High,5.88,Low,118.40,High,apple,,,,,,,,,,,,
40,Medium,136,High,202,High,22.85,Low,94.58,High,5.94,Low,117.53,High,apple,,,,,,,,,,,,
6,Low,124,High,200,High,22.98,Low,93.85,High,5.97,Low,109.59,Medium,apple,,,,,,,,,,,,
35,Medium,138,High,200,High,21.20,Low,90.81,High,5.67,Low,103.68,Medium,apple,,,,,,,,,,,,
17,Low,136,High,196,High,23.87,Medium,90.50,Medium,5.88,Low,103.05,Medium,apple,,,,,,,,,,,,
33,Medium,134,High,205,High,21.04,Low,94.34,High,6.09,Low,114.74,High,apple,,,,,,,,,,,,
16,Low,143,High,197,High,22.62,Low,93.52,High,5.90,Low,116.93,High,apple,,,,,,,,,,,,
27,Low,120,High,200,High,21.45,Low,90.75,High,6.11,Medium,116.70,High,apple,,,,,,,,,,,,
29,Low,145,High,205,High,22.81,Low,92.13,High,6.21,Medium,109.34,Medium,apple,,,,,,,,,,,,
3,Low,141,High,197,High,21.98,Low,91.13,High,6.14,Medium,115.48,High,apple,,,,,,,,,,,,
15,Low,123,High,204,High,22.53,Low,92.55,High,6.37,Medium,115.38,High,apple,,,,,,,,,,,,
5,Low,136,High,195,High,22.36,Low,91.92,High,6.26,Medium,107.77,Medium,apple,,,,,,,,,,,,
10,Low,136,High,204,High,21.20,Low,92.16,High,6.28,Medium,105.86,Medium,apple,,,,,,,,,,,,
7,Low,141,High,195,High,23.88,Medium,93.45,High,5.51,Low,104.91,Medium,apple,,,,,,,,,,,,
2,Low,129,High,201,High,22.78,Low,94.37,High,5.68,Low,122.14,High,apple,,,,,,,,,,,,
29,Low,138,High,197,High,22.19,Low,92.44,High,5.83,Low,121.66,High,apple,,,,,,,,,,,,
30,Low,137,High,200,High,22.91,Low,90.70,Medium,5.60,Low,118.60,High,apple,,,,,,,,,,,,
29,Low,132,High,204,High,23.09,Low,90.23,Medium,6.10,Low,108.22,Medium,apple,,,,,,,,,,,,
14,Low,139,High,197,High,21.72,Low,92.84,High,6.06,Low,121.70,High,apple,,,,,,,,,,,,
18,Low,125,High,203,High,22.44,Low,91.59,High,6.16,Medium,102.56,Medium,apple,,,,,,,,,,,,
33,Medium,143,High,204,High,21.13,Low,91.96,High,5.81,Low,122.54,High,apple,,,,,,,,,,,,
40,Medium,144,High,196,High,22.72,Low,92.25,High,5.99,Low,107.03,Medium,apple,,,,,,,,,,,,
9,Low,143,High,197,High,23.75,Medium,92.88,High,5.57,Low,117.66,High,apple,,,,,,,,,,,,
38,Medium,135,High,203,High,23.76,Medium,93.66,High,5.97,Low,100.83,Medium,apple,,,,,,,,,,,,
28,Low,130,High,196,High,22.13,Low,94.68,High,6.06,Low,112.92,High,apple,,,,,,,,,,,,
35,Medium,142,High,203,High,21.17,Low,90.24,Medium,5.90,Low,123.65,High,apple,,,,,,,,,,,,
12,Low,129,High,205,High,22.36,Low,91.16,High,6.12,Medium,118.68,High,apple,,,,,,,,,,,,
1,Low,135,High,203,High,22.78,Low,92.70,High,5.62,Low,113.78,High,apple,,,,,,,,,,,,
0,Low,145,High,205,High,21.23,Low,90.10,Medium,5.52,Low,113.98,High,apple,,,,,,,,,,,,
31,Low,121,High,201,High,23.16,Low,90.34,Medium,5.73,Low,110.71,Medium,apple,,,,,,,,,,,,
35,Medium,131,High,203,High,22.43,Low,93.92,High,5.89,Low,102.72,Medium,apple,,,,,,,,,,,,
29,Low,140,High,195,High,23.64,Medium,90.95,High,5.56,Low,116.74,High,apple,,,,,,,,,,,,
33,Medium,138,High,198,High,22.29,Low,90.69,Medium,6.22,Medium,122.74,High,apple,,,,,,,,,,,,
14,Low,140,High,197,High,23.35,Low,90.90,High,6.07,Low,113.04,High,apple,,,,,,,,,,,,
35,Medium,145,High,195,High,22.04,Low,94.58,High,6.23,Medium,110.98,Medium,apple,,,,,,,,,,,,
40,Medium,120,High,197,High,23.81,Medium,92.49,High,5.89,Low,119.63,High,apple,,,,,,,,,,,,
25,Low,132,High,198,High,22.32,Low,90.85,High,5.73,Low,100.12,Medium,apple,,,,,,,,,,,,
31,Low,137,High,196,High,22.14,Low,93.83,High,6.40,Medium,120.63,High,apple,,,,,,,,,,,,
36,Medium,144,High,196,High,23.65,Medium,94.51,High,6.50,Medium,115.36,High,apple,,,,,,,,,,,,
10,Low,140,High,197,High,22.17,Low,90.27,Medium,6.23,Medium,124.47,High,apple,,,,,,,,,,,,
22,Low,30,Medium,12,Low,15.78,Low,92.51,High,6.35,Medium,119.04,High,orange,,,,,,,,,,,,
37,Medium,6,Low,13,Low,26.03,Medium,91.51,High,7.51,High,101.28,Medium,orange,,,,,,,,,,,,
27,Low,13,Low,6,Low,13.36,Low,91.36,High,7.34,High,111.23,Medium,orange,,,,,,,,,,,,
7,Low,16,Low,9,Low,18.88,Low,92.04,High,7.81,High,114.67,High,orange,,,,,,,,,,,,
20,Low,7,Low,9,Low,29.48,High,91.58,High,7.13,High,111.17,Medium,orange,,,,,,,,,,,,
26,Low,27,Medium,10,Low,28.07,High,92.91,High,6.08,Low,114.13,High,orange,,,,,,,,,,,,
5,Low,23,Low,15,Low,25.67,Medium,92.05,High,7.41,High,112.54,Medium,orange,,,,,,,,,,,,
0,Low,18,Low,14,Low,29.77,High,92.01,High,7.21,High,114.42,High,orange,,,,,,,,,,,,
39,Medium,24,Low,14,Low,30.55,High,90.90,High,7.19,High,106.07,Medium,orange,,,,,,,,,,,,
13,Low,23,Low,6,Low,23.96,Medium,90.26,Medium,7.37,High,102.70,Medium,orange,,,,,,,,,,,,
21,Low,17,Low,15,Low,23.98,Medium,91.55,High,7.46,High,118.49,High,orange,,,,,,,,,,,,
33,Medium,12,Low,8,Low,25.26,Medium,90.31,Medium,6.82,High,117.37,High,orange,,,,,,,,,,,,
6,Low,9,Low,12,Low,31.08,High,90.14,Medium,7.03,High,109.69,Medium,orange,,,,,,,,,,,,
19,Low,7,Low,10,Low,14.78,Low,91.22,High,6.12,Medium,100.20,Medium,orange,,,,,,,,,,,,
24,Low,18,Low,6,Low,26.57,Medium,94.45,High,6.29,Medium,116.38,High,orange,,,,,,,,,,,,
9,Low,11,Low,8,Low,24.86,Medium,94.39,High,6.56,Medium,111.78,Medium,orange,,,,,,,,,,,,
31,Low,8,Low,7,Low,34.51,High,93.64,High,7.16,High,103.57,Medium,orange,,,,,,,,,,,,
22,Low,17,Low,5,Low,24.12,Medium,90.72,High,6.95,High,102.84,Medium,orange,,,,,,,,,,,,
13,Low,5,Low,8,Low,23.85,Medium,90.11,Medium,7.47,High,103.92,Medium,orange,,,,,,,,,,,,
16,Low,8,Low,9,Low,24.60,Medium,91.28,High,7.60,High,111.29,Medium,orange,,,,,,,,,,,,
4,Low,13,Low,6,Low,15.63,Low,94.26,High,7.56,High,101.47,Medium,orange,,,,,,,,,,,,
0,Low,25,Low,14,Low,19.34,Low,91.98,High,6.36,Medium,116.45,High,orange,,,,,,,,,,,,
8,Low,7,Low,10,Low,28.26,High,91.98,High,6.93,High,105.21,Medium,orange,,,,,,,,,,,,
4,Low,23,Low,5,Low,22.68,Low,93.36,High,7.48,High,110.33,Medium,orange,,,,,,,,,,,,
33,Medium,14,Low,8,Low,21.03,Low,92.96,High,7.68,High,110.68,Medium,orange,,,,,,,,,,,,
30,Low,7,Low,15,Low,33.23,High,91.06,High,7.83,High,115.77,High,orange,,,,,,,,,,,,
21,Low,29,Medium,12,Low,22.30,Low,92.16,High,6.44,Medium,117.37,High,orange,,,,,,,,,,,,
11,Low,14,Low,5,Low,11.50,Low,94.89,High,6.95,High,115.57,High,orange,,,,,,,,,,,,
9,Low,8,Low,15,Low,14.34,Low,94.36,High,7.99,High,110.22,Medium,orange,,,,,,,,,,,,
5,Low,18,Low,14,Low,33.11,High,93.48,High,7.43,High,119.17,High,orange,,,,,,,,,,,,
29,Low,25,Low,14,Low,30.49,High,90.46,Medium,7.78,High,113.33,High,orange,,,,,,,,,,,,
33,Medium,12,Low,15,Low,30.26,High,92.03,High,6.05,Low,116.72,High,orange,,,,,,,,,,,,
8,Low,16,Low,6,Low,12.23,Low,90.26,Medium,7.11,High,108.42,Medium,orange,,,,,,,,,,,,
15,Low,14,Low,8,Low,10.01,Low,90.22,Medium,6.22,Medium,119.39,High,orange,,,,,,,,,,,,
16,Low,7,Low,8,Low,22.79,Low,90.61,Medium,6.42,Medium,116.51,High,orange,,,,,,,,,,,,
0,Low,12,Low,7,Low,20.18,Low,90.65,Medium,6.97,High,116.81,High,orange,,,,,,,,,,,,
5,Low,25,Low,6,Low,30.72,High,94.01,High,6.01,Low,106.81,Medium,orange,,,,,,,,,,,,
6,Low,8,Low,11,Low,24.36,Medium,92.40,High,6.60,High,119.69,High,orange,,,,,,,,,,,,
10,Low,5,Low,5,Low,21.21,Low,91.35,High,7.82,High,112.98,High,orange,,,,,,,,,,,,
1,Low,17,Low,6,Low,10.79,Low,91.38,High,6.82,High,117.53,High,orange,,,,,,,,,,,,
1,Low,30,Medium,10,Low,11.90,Low,91.35,High,7.29,High,103.58,Medium,orange,,,,,,,,,,,,
0,Low,23,Low,15,Low,22.57,Low,93.37,High,7.60,High,109.86,Medium,orange,,,,,,,,,,,,
24,Low,27,Medium,9,Low,18.87,Low,93.25,High,6.16,Medium,119.39,High,orange,,,,,,,,,,,,
36,Medium,11,Low,13,Low,17.34,Low,93.05,High,7.19,High,112.72,High,orange,,,,,,,,,,,,
40,Medium,21,Low,8,Low,34.91,High,92.88,High,7.42,High,102.19,Medium,orange,,,,,,,,,,,,
40,Medium,22,Low,6,Low,24.54,Medium,91.91,High,6.49,Medium,115.98,High,orange,,,,,,,,,,,,
32,Medium,18,Low,13,Low,13.84,Low,91.75,High,6.04,Low,107.99,Medium,orange,,,,,,,,,,,,
9,Low,10,Low,10,Low,22.36,Low,93.52,High,6.01,Low,101.52,Medium,orange,,,,,,,,,,,,
13,Low,16,Low,8,Low,34.74,High,93.12,High,6.95,High,100.20,Medium,orange,,,,,,,,,,,,
15,Low,9,Low,11,Low,11.55,Low,94.15,High,7.91,High,108.83,Medium,orange,,,,,,,,,,,,
29,Low,11,Low,5,Low,23.13,Low,91.95,High,7.64,High,104.42,Medium,orange,,,,,,,,,,,,
1,Low,15,Low,9,Low,29.98,High,94.55,High,7.53,High,115.36,High,orange,,,,,,,,,,,,
18,Low,5,Low,11,Low,20.88,Low,90.94,High,6.25,Medium,102.46,Medium,orange,,,,,,,,,,,,
14,Low,22,Low,9,Low,17.25,Low,91.14,High,6.54,Medium,112.51,Medium,orange,,,,,,,,,,,,
33,Medium,15,Low,7,Low,15.83,Low,91.68,High,7.65,High,109.76,Medium,orange,,,,,,,,,,,,
4,Low,6,Low,7,Low,23.01,Low,91.12,High,6.71,High,112.67,Medium,orange,,,,,,,,,,,,
17,Low,16,Low,14,Low,16.40,Low,92.18,High,6.63,High,102.94,Medium,orange,,,,,,,,,,,,
12,Low,20,Low,10,Low,24.45,Medium,93.11,High,6.53,Medium,109.47,Medium,orange,,,,,,,,,,,,
34,Medium,29,Medium,8,Low,31.88,High,91.15,High,6.45,Medium,105.34,Medium,orange,,,,,,,,,,,,
39,Medium,28,Medium,10,Low,31.35,High,91.48,High,7.18,High,109.15,Medium,orange,,,,,,,,,,,,
31,Low,25,Low,12,Low,18.05,Low,90.04,Medium,7.02,High,111.78,Medium,orange,,,,,,,,,,,,
12,Low,6,Low,8,Low,30.85,High,92.87,High,6.39,Medium,107.41,Medium,orange,,,,,,,,,,,,
12,Low,29,Medium,13,Low,22.46,Low,91.53,High,7.57,High,118.01,High,orange,,,,,,,,,,,,
26,Low,11,Low,11,Low,13.70,Low,90.96,High,7.61,High,106.29,Medium,orange,,,,,,,,,,,,
19,Low,24,Low,15,Low,20.49,Low,93.72,High,7.14,High,111.84,Medium,orange,,,,,,,,,,,,
39,Medium,21,Low,9,Low,13.21,Low,94.03,High,6.35,Medium,106.27,Medium,orange,,,,,,,,,,,,
16,Low,29,Medium,13,Low,32.32,High,93.68,High,6.20,Medium,117.62,High,orange,,,,,,,,,,,,
36,Medium,29,Medium,13,Low,20.68,Low,90.92,High,7.83,High,109.75,Medium,orange,,,,,,,,,,,,
37,Medium,23,Low,12,Low,31.53,High,90.51,Medium,6.40,Medium,113.12,High,orange,,,,,,,,,,,,
39,Medium,9,Low,15,Low,25.35,Medium,91.81,High,7.99,High,116.76,High,orange,,,,,,,,,,,,
31,Low,5,Low,14,Low,17.67,Low,91.70,High,6.58,Medium,110.69,Medium,orange,,,,,,,,,,,,
18,Low,12,Low,8,Low,12.59,Low,91.82,High,6.21,Medium,119.39,High,orange,,,,,,,,,,,,
20,Low,20,Low,10,Low,11.87,Low,93.68,High,6.98,High,106.06,Medium,orange,,,,,,,,,,,,
5,Low,8,Low,5,Low,11.03,Low,92.23,High,6.56,Medium,112.77,High,orange,,,,,,,,,,,,
20,Low,8,Low,12,Low,25.30,Medium,94.96,High,7.26,High,117.97,High,orange,,,,,,,,,,,,
25,Low,21,Low,11,Low,32.24,High,90.15,Medium,6.46,Medium,104.71,Medium,orange,,,,,,,,,,,,
14,Low,19,Low,14,Low,17.68,Low,94.36,High,6.70,High,108.06,Medium,orange,,,,,,,,,,,,
37,Medium,18,Low,12,Low,10.27,Low,90.19,Medium,7.40,High,106.70,Medium,orange,,,,,,,,,,,,
26,Low,15,Low,6,Low,17.22,Low,94.79,High,6.91,High,108.01,Medium,orange,,,,,,,,,,,,
13,Low,22,Low,5,Low,19.67,Low,90.50,Medium,7.76,High,100.17,Medium,orange,,,,,,,,,,,,
32,Medium,25,Low,9,Low,10.36,Low,93.76,High,7.80,High,101.15,Medium,orange,,,,,,,,,,,,
19,Low,7,Low,9,Low,27.26,High,91.71,High,6.97,High,101.14,Medium,orange,,,,,,,,,,,,
28,Low,7,Low,9,Low,34.59,High,92.13,High,6.73,High,115.57,High,orange,,,,,,,,,,,,
24,Low,30,Medium,11,Low,32.40,High,94.52,High,6.60,High,113.25,High,orange,,,,,,,,,,,,
7,Low,17,Low,10,Low,10.16,Low,91.22,High,6.47,Medium,106.36,Medium,orange,,,,,,,,,,,,
18,Low,23,Low,8,Low,21.49,Low,93.44,High,6.41,Medium,101.48,Medium,orange,,,,,,,,,,,,
7,Low,20,Low,12,Low,16.53,Low,94.77,High,6.48,Medium,110.04,Medium,orange,,,,,,,,,,,,
20,Low,23,Low,11,Low,31.85,High,90.12,Medium,6.41,Medium,109.95,Medium,orange,,,,,,,,,,,,
18,Low,14,Low,11,Low,28.05,High,90.01,Medium,6.55,Medium,117.13,High,orange,,,,,,,,,,,,
34,Medium,11,Low,10,Low,31.75,High,94.60,High,7.36,High,115.20,High,orange,,,,,,,,,,,,
20,Low,29,Medium,10,Low,29.07,High,93.27,High,7.37,High,100.79,Medium,orange,,,,,,,,,,,,
37,Medium,24,Low,13,Low,19.14,Low,90.71,Medium,7.85,High,108.02,Medium,orange,,,,,,,,,,,,
12,Low,8,Low,10,Low,16.15,Low,91.44,High,8.00,High,107.43,Medium,orange,,,,,,,,,,,,
34,Medium,10,Low,14,Low,34.05,High,92.06,High,6.73,High,116.80,High,orange,,,,,,,,,,,,
6,Low,13,Low,9,Low,34.51,High,90.56,Medium,7.79,High,118.33,High,orange,,,,,,,,,,,,
27,Low,30,Medium,5,Low,32.72,High,90.55,Medium,7.66,High,113.33,High,orange,,,,,,,,,,,,
13,Low,8,Low,12,Low,25.16,Medium,92.55,High,7.11,High,114.31,High,orange,,,,,,,,,,,,
6,Low,7,Low,7,Low,27.68,High,94.47,High,7.20,High,114.00,High,orange,,,,,,,,,,,,
40,Medium,17,Low,15,Low,21.35,Low,90.95,High,7.87,High,107.09,Medium,orange,,,,,,,,,,,,
31,Low,26,Medium,9,Low,11.70,Low,93.26,High,7.57,High,103.20,Medium,orange,,,,,,,,,,,,
61,Medium,68,High,50,Medium,35.21,High,91.50,High,6.79,High,243.07,High,papaya,,,,,,,,,,,,
58,Medium,46,Medium,45,Medium,42.39,High,90.79,High,6.58,Medium,88.47,Medium,papaya,,,,,,,,,,,,
45,Medium,47,Medium,55,High,38.42,High,91.14,High,6.75,High,119.27,High,papaya,,,,,,,,,,,,
39,Medium,65,High,53,High,35.33,High,92.12,High,6.56,Medium,235.61,High,papaya,,,,,,,,,,,,
31,Low,68,High,45,Medium,42.92,High,90.08,Medium,6.94,High,196.24,High,papaya,,,,,,,,,,,,
70,High,68,High,45,Medium,33.84,High,92.85,High,6.99,High,203.40,High,papaya,,,,,,,,,,,,
68,Medium,62,High,50,Medium,33.20,High,92.76,High,6.98,High,197.53,High,papaya,,,,,,,,,,,,
34,Medium,65,High,47,Medium,23.49,Medium,93.71,High,6.83,High,191.78,High,papaya,,,,,,,,,,,,
38,Medium,68,High,54,High,29.34,High,90.82,High,6.74,High,202.06,High,papaya,,,,,,,,,,,,
69,High,64,High,47,Medium,40.21,High,94.51,High,6.99,High,186.68,High,papaya,,,,,,,,,,,,
58,Medium,51,Medium,47,Medium,42.13,High,91.70,High,6.76,High,197.40,High,papaya,,,,,,,,,,,,
59,Medium,47,Medium,53,High,32.86,High,91.46,High,6.85,High,47.27,Low,papaya,,,,,,,,,,,,
44,Medium,64,High,54,High,29.81,High,91.38,High,6.74,High,232.70,High,papaya,,,,,,,,,,,,
56,Medium,57,Medium,48,Medium,31.56,High,93.05,High,6.51,Medium,63.62,Low,papaya,,,,,,,,,,,,
69,High,60,High,54,High,36.32,High,93.06,High,6.99,High,141.17,High,papaya,,,,,,,,,,,,
56,Medium,58,Medium,49,Medium,37.13,High,94.61,High,6.69,High,172.48,High,papaya,,,,,,,,,,,,
49,Medium,55,Medium,53,High,38.44,High,93.64,High,6.54,Medium,77.72,Low,papaya,,,,,,,,,,,,
38,Medium,51,Medium,52,High,32.66,High,90.79,High,6.93,High,78.85,Low,papaya,,,,,,,,,,,,
54,Medium,65,High,47,Medium,27.93,High,91.56,High,6.72,High,149.91,High,papaya,,,,,,,,,,,,
57,Medium,57,Medium,51,Medium,39.02,High,91.49,High,6.99,High,105.88,Medium,papaya,,,,,,,,,,,,
39,Medium,52,Medium,53,High,32.51,High,94.66,High,6.70,High,51.07,Low,papaya,,,,,,,,,,,,
58,Medium,67,High,45,Medium,38.72,High,91.73,High,6.70,High,62.62,Low,papaya,,,,,,,,,,,,
61,Medium,64,High,52,High,43.30,High,92.83,High,6.64,High,110.56,Medium,papaya,,,,,,,,,,,,
34,Medium,62,High,55,High,27.59,High,90.73,High,6.59,Medium,238.50,High,papaya,,,,,,,,,,,,
31,Low,48,Medium,45,Medium,40.79,High,92.91,High,6.56,Medium,132.79,High,papaya,,,,,,,,,,,,
47,Medium,46,Medium,52,High,23.19,Low,91.40,High,6.50,Medium,206.40,High,papaya,,,,,,,,,,,,
32,Medium,68,High,52,High,32.68,High,92.62,High,6.80,High,248.86,High,papaya,,,,,,,,,,,,
36,Medium,59,High,46,Medium,34.29,High,93.61,High,6.72,High,127.25,High,papaya,,,,,,,,,,,,
61,Medium,51,Medium,51,Medium,39.30,High,94.16,High,6.57,Medium,120.95,High,papaya,,,,,,,,,,,,
70,High,54,Medium,46,Medium,39.73,High,91.12,High,6.92,High,122.76,High,papaya,,,,,,,,,,,,
44,Medium,56,Medium,49,Medium,39.23,High,91.26,High,6.52,Medium,64.45,Low,papaya,,,,,,,,,,,,
34,Medium,68,High,51,Medium,27.35,High,94.18,High,6.69,High,40.35,Low,papaya,,,,,,,,,,,,
50,Medium,59,High,47,Medium,40.77,High,92.09,High,6.75,High,209.87,High,papaya,,,,,,,,,,,,
39,Medium,70,High,52,High,26.27,Medium,90.80,High,6.65,High,59.49,Low,papaya,,,,,,,,,,,,
34,Medium,61,High,49,Medium,28.13,High,93.32,High,6.50,Medium,117.82,High,papaya,,,,,,,,,,,,
44,Medium,60,High,55,High,34.28,High,90.56,Medium,6.83,High,98.54,Medium,papaya,,,,,,,,,,,,
31,Low,62,High,52,High,33.80,High,93.01,High,6.99,High,182.03,High,papaya,,,,,,,,,,,,
65,Medium,62,High,51,Medium,31.53,High,90.87,High,6.51,Medium,207.07,High,papaya,,,,,,,,,,,,
44,Medium,57,Medium,53,High,42.30,High,90.51,Medium,6.93,High,74.88,Low,papaya,,,,,,,,,,,,
50,Medium,47,Medium,48,Medium,24.64,Medium,90.62,Medium,6.71,High,218.23,High,papaya,,,,,,,,,,,,
43,Medium,50,Medium,48,Medium,28.28,High,91.37,High,6.63,High,179.27,High,papaya,,,,,,,,,,,,
60,Medium,46,Medium,53,High,24.49,Medium,92.98,High,6.76,High,183.49,High,papaya,,,,,,,,,,,,
70,High,68,High,55,High,42.85,High,94.64,High,6.69,High,78.81,Low,papaya,,,,,,,,,,,,
59,Medium,62,High,52,High,43.68,High,93.11,High,6.61,High,103.82,Medium,papaya,,,,,,,,,,,,
60,Medium,58,Medium,51,Medium,42.07,High,92.92,High,6.84,High,165.74,High,papaya,,,,,,,,,,,,
42,Medium,60,High,47,Medium,33.47,High,92.13,High,6.83,High,136.83,High,papaya,,,,,,,,,,,,
35,Medium,66,High,47,Medium,31.70,High,91.66,High,6.95,High,48.84,Low,papaya,,,,,,,,,,,,
34,Medium,65,High,48,Medium,41.42,High,90.04,Medium,6.67,High,199.31,High,papaya,,,,,,,,,,,,
36,Medium,54,Medium,46,Medium,42.55,High,94.94,High,6.66,High,214.41,High,papaya,,,,,,,,,,,,
39,Medium,64,High,52,High,28.92,High,94.64,High,6.68,High,63.69,Low,papaya,,,,,,,,,,,,
37,Medium,52,Medium,47,Medium,43.08,High,93.90,High,6.54,Medium,211.85,High,papaya,,,,,,,,,,,,
33,Medium,47,Medium,46,Medium,29.20,High,93.97,High,6.84,High,209.41,High,papaya,,,,,,,,,,,,
34,Medium,48,Medium,48,Medium,41.04,High,91.37,High,6.81,High,181.53,High,papaya,,,,,,,,,,,,
49,Medium,54,Medium,50,Medium,25.62,Medium,93.18,High,6.76,High,97.26,Medium,papaya,,,,,,,,,,,,
40,Medium,65,High,49,Medium,35.33,High,91.06,High,6.68,High,163.91,High,papaya,,,,,,,,,,,,
68,Medium,52,Medium,49,Medium,24.43,Medium,92.28,High,6.58,Medium,63.35,Low,papaya,,,,,,,,,,,,
50,Medium,46,Medium,52,High,31.18,High,90.22,Medium,6.73,High,54.02,Low,papaya,,,,,,,,,,,,
65,Medium,63,High,50,Medium,31.88,High,91.33,High,6.52,Medium,79.27,Low,papaya,,,,,,,,,,,,
40,Medium,49,Medium,47,Medium,42.93,High,91.18,High,6.50,Medium,246.36,High,papaya,,,,,,,,,,,,
42,Medium,53,Medium,48,Medium,23.11,Low,94.32,High,6.76,High,231.52,High,papaya,,,,,,,,,,,,
49,Medium,55,Medium,51,Medium,24.87,Medium,93.91,High,6.68,High,135.17,High,papaya,,,,,,,,,,,,
59,Medium,62,High,49,Medium,43.36,High,93.35,High,6.94,High,114.78,High,papaya,,,,,,,,,,,,
63,Medium,58,Medium,47,Medium,26.83,Medium,90.75,High,6.86,High,144.67,High,papaya,,,,,,,,,,,,
70,High,65,High,52,High,30.42,High,93.13,High,6.58,Medium,75.95,Low,papaya,,,,,,,,,,,,
63,Medium,50,Medium,52,High,28.65,High,93.23,High,6.75,High,115.82,High,papaya,,,,,,,,,,,,
40,Medium,64,High,47,Medium,32.50,High,93.48,High,6.89,High,71.74,Low,papaya,,,,,,,,,,,,
63,Medium,58,Medium,50,Medium,43.04,High,94.64,High,6.72,High,41.59,Low,papaya,,,,,,,,,,,,
45,Medium,58,Medium,49,Medium,30.11,High,90.35,Medium,6.83,High,75.25,Low,papaya,,,,,,,,,,,,
66,Medium,69,High,47,Medium,23.69,Medium,93.61,High,6.91,High,87.53,Low,papaya,,,,,,,,,,,,
